City,Country,Gases Included,Emissions Column Number,Emissions Column Name,Emissions Row Number,Emissions Row Name,Emissions Response Answer,Emissions Description,Emissions Data Reported,Inventory Year,Population in inventory year,City_Location,Last update,Organization Name
Easton,United States of America,CO2,5,Emissions occurring outside the jurisdiction boundary as a result of in-jurisdiction activities (metric tonnes CO2e),14,Waste > Solid waste disposal^,0,1405 Waste > Solid waste disposal^ - Outside Boundary,0,2018,27000,POINT (-75.2207 40.6884),04/02/2023 4:08:42 AM,"City of Easton, PA"
"Lexington, MA",United States of America,CO2,5,Emissions occurring outside the jurisdiction boundary as a result of in-jurisdiction activities (metric tonnes CO2e),12,Transportation > Off-road^,0,1205 Transportation > Off-road^ - Outside Boundary,1,2015,32000,POINT (-71.2269 42.4443),04/02/2023 4:08:42 AM,"Town of Lexington, MA"
Pittsburgh,United States of America,CH4; CO2; N2O,1,Direct emissions (metric tonnes CO2e)^,13,Total Transport,622000,1301 Total Transport - Direct,1,2020/2021,292537,POINT (-79.9959 40.4406),04/02/2023 4:08:42 AM,"City of Pittsburgh, PA"
La Crosse,United States of America,CH4; CO2; N2O,5,Emissions occurring outside the jurisdiction boundary as a result of in-jurisdiction activities (metric tonnes CO2e),2,Stationary energy > Commercial buildings & facilities^,0,0205 Stationary energy > Commercial buildings & facilities^ - Outside Boundary,1,2020,52690,POINT (-91.2476 43.8166),04/02/2023 4:08:42 AM,"City of La Crosse, WI"
Minneapolis,United States of America,CH4; CO2; N2O,1,Direct emissions (metric tonnes CO2e)^,13,Total Transport,904171.17,1301 Total Transport - Direct,1,2020,436000,POINT (-93.2667 44.9833),04/02/2023 4:08:42 AM,"City of Minneapolis, MN"
,United States of America,CH4; CO2; HFCs; N2O; NF3; PFCs; SF6,1,Direct emissions (metric tonnes CO2e)^,18,Total Waste,1224537,1801 Total Waste - Direct,1,2019,8577735,,04/02/2023 4:08:42 AM,Chicago Metropolitan Mayors Caucus
La Crosse,United States of America,CH4; CO2; N2O,5,Emissions occurring outside the jurisdiction boundary as a result of in-jurisdiction activities (metric tonnes CO2e),10,Transportation > Waterborne navigation^,0,1005 Transportation > Waterborne navigation^ - Outside Boundary,0,2020,52690,POINT (-91.2476 43.8166),04/02/2023 4:08:42 AM,"City of La Crosse, WI"
Salt Lake City,United States of America,,5,Emissions occurring outside the jurisdiction boundary as a result of in-jurisdiction activities (metric tonnes CO2e),17,Waste > Wastewater^,0,1705 Waste > Wastewater^ - Outside Boundary,0,,0,POINT (-111.891 40.7608),04/02/2023 4:08:42 AM,"Salt Lake City, UT"
,United States of America,CH4; CO2; N2O,5,Emissions occurring outside the jurisdiction boundary as a result of in-jurisdiction activities (metric tonnes CO2e),17,Waste > Wastewater^,0,1705 Waste > Wastewater^ - Outside Boundary,1,2019,4254028,,04/02/2023 4:08:42 AM,East Central Florida Regional Planning Council
Boynton Beach,United States of America,CH4; CO2; N2O,5,Emissions occurring outside the jurisdiction boundary as a result of in-jurisdiction activities (metric tonnes CO2e),17,Waste > Wastewater^,564,1705 Waste > Wastewater^ - Outside Boundary,1,2017,0,POINT (-80.216 26.4986),04/02/2023 4:08:42 AM,"City of Boynton Beach, FL"
Indianapolis,United States of America,CH4; CO2; N2O,1,Direct emissions (metric tonnes CO2e)^,17,Waste > Wastewater^,17200,1701 Waste > Wastewater^ - Direct,1,2019,883570,POINT (-86.1785 39.7676),04/02/2023 4:08:42 AM,"City of Indianapolis, IN"
Milwaukee,United States of America,CO2,1,Direct emissions (metric tonnes CO2e)^,24,AFOLU > Other AFOLU,0,2401 AFOLU > Other AFOLU - Direct,1,2018,592025,POINT (-87.9065 43.0389),04/02/2023 4:08:42 AM,"City of Milwaukee, WI"
,United States of America,CH4; CO2; HFCs; N2O; NF3; PFCs; SF6,5,Emissions occurring outside the jurisdiction boundary as a result of in-jurisdiction activities (metric tonnes CO2e),29,Generation of grid-supplied energy > Local renewable generation,0,2905 Generation of grid-supplied energy > Local renewable generation - Outside Boundary,0,2015,2137829,,04/02/2023 4:08:42 AM,Mid-America Regional Council
,United States of America,CH4; CO2; HFCs; N2O; PFCs,5,Emissions occurring outside the jurisdiction boundary as a result of in-jurisdiction activities (metric tonnes CO2e),4,Stationary energy > Industrial buildings & facilities^,0,0405 Stationary energy > Industrial buildings & facilities^ - Outside Boundary,0,2018,55573,POINT (-75.1195 40.1241),04/02/2023 4:08:42 AM,"Abington Township, PA"
Seattle,United States of America,CH4; CO2; N2O; SF6,5,Emissions occurring outside the jurisdiction boundary as a result of in-jurisdiction activities (metric tonnes CO2e),27,Generation of grid-supplied energy > CHP generation^,0,2705 Generation of grid-supplied energy > CHP generation^ - Outside Boundary,0,2018,744955,POINT (-122.332 47.6062),04/02/2023 4:08:42 AM,"City of Seattle, WA"
,United States of America,CH4; CO2; N2O,5,Emissions occurring outside the jurisdiction boundary as a result of in-jurisdiction activities (metric tonnes CO2e),24,AFOLU > Other AFOLU,0,2405 AFOLU > Other AFOLU - Outside Boundary,0,2019,2716940,,04/02/2023 4:08:42 AM,"Miami-Dade, FL"
Flagstaff,United States of America,CH4; CO2; N2O,1,Direct emissions (metric tonnes CO2e)^,2,Stationary energy > Commercial buildings & facilities^,102851,0201 Stationary energy > Commercial buildings & facilities^ - Direct,1,2021,76338,POINT (-111.631 35.1992),04/02/2023 4:08:42 AM,"City of Flagstaff, AZ"
Hayward,United States of America,CH4; CO2; N2O,3,"Indirect emissions from the use of grid-supplied electricity, heat, steam and/or cooling (metric tonnes CO2e)^",2,Stationary energy > Commercial buildings & facilities^,6140,0203 Stationary energy > Commercial buildings & facilities^ - Indirect,1,2019,160197,POINT (-122.081 37.6689),04/02/2023 4:08:42 AM,"City of Hayward, CA"
Portland,United States of America,CH4; CO2; N2O,5,Emissions occurring outside the jurisdiction boundary as a result of in-jurisdiction activities (metric tonnes CO2e),30,Total generation of grid-supplied energy,0,3005 Total generation of grid-supplied energy - Outside Boundary,0,2017,66715,POINT (-70.2553 43.6615),04/02/2023 4:08:42 AM,"City of Portland, ME"
"San José, CA",United States of America,CH4; CO2; HFCs; N2O; NF3; PFCs; SF6,3,"Indirect emissions from the use of grid-supplied electricity, heat, steam and/or cooling (metric tonnes CO2e)^",12,Transportation > Off-road^,0,1203 Transportation > Off-road^ - Indirect,1,2019,1047871,POINT (-121.886 37.3382),04/02/2023 4:08:42 AM,"City of San José, CA"
"Cambridge, MA",United States of America,CH4; CO2; N2O,3,"Indirect emissions from the use of grid-supplied electricity, heat, steam and/or cooling (metric tonnes CO2e)^",2,Stationary energy > Commercial buildings & facilities^,318470,0203 Stationary energy > Commercial buildings & facilities^ - Indirect,1,2019,116632,POINT (-71.1057 42.3674),04/02/2023 4:08:42 AM,"City of Cambridge, MA"
Charlotte,United States of America,CH4; CO2; N2O,1,Direct emissions (metric tonnes CO2e)^,5,Stationary energy > Agriculture^,0,0501 Stationary energy > Agriculture^ - Direct,0,2019,868000,POINT (-80.8431 35.2271),04/02/2023 4:08:42 AM,"City of Charlotte, NC"
Berkeley,United States of America,CH4; CO2; N2O,1,Direct emissions (metric tonnes CO2e)^,31,Total Emissions (excluding generation of grid-supplied energy),389200.12,3101 Total Emissions (excluding generation of grid-supplied energy) - Direct,1,2020,124321,,04/02/2023 4:08:42 AM,"City of Berkeley, CA"
Alameda,United States of America,CH4; CO2; N2O,5,Emissions occurring outside the jurisdiction boundary as a result of in-jurisdiction activities (metric tonnes CO2e),20,IPPU > Product use,0,2005 IPPU > Product use - Outside Boundary,0,2015,76733,POINT (122.163 37.4522),04/02/2023 4:08:42 AM,"City of Alameda, CA"
Salt Lake City,United States of America,,1,Direct emissions (metric tonnes CO2e)^,4,Stationary energy > Industrial buildings & facilities^,0,0401 Stationary energy > Industrial buildings & facilities^ - Direct,1,,0,POINT (-111.891 40.7608),04/02/2023 4:08:42 AM,"Salt Lake City, UT"
,United States of America,CH4; CO2; HFCs; N2O; NF3; PFCs; SF6,5,Emissions occurring outside the jurisdiction boundary as a result of in-jurisdiction activities (metric tonnes CO2e),8,Transportation > On-road^,0,0805 Transportation > On-road^ - Outside Boundary,0,2018,19200,,04/02/2023 4:08:42 AM,"Ferndale, MI"
Park City,United States of America,CH4; CO2; N2O,1,Direct emissions (metric tonnes CO2e)^,28,Generation of grid-supplied energy > Heat/cold generation^,0,2801 Generation of grid-supplied energy > Heat/cold generation^ - Direct,1,2016,8299,POINT (-111.498 40.6461),04/02/2023 4:08:42 AM,"City of Park City, UT"
Miami Beach,United States of America,CH4; CO2; N2O,3,"Indirect emissions from the use of grid-supplied electricity, heat, steam and/or cooling (metric tonnes CO2e)^",6,Stationary energy > Fugitive emissions^,0,0603 Stationary energy > Fugitive emissions^ - Indirect,0,2019,88885,POINT (-80.13 25.7906),04/02/2023 4:08:42 AM,"City of Miami Beach, FL"
,United States of America,CH4; CO2; HFCs; N2O; NF3; PFCs; SF6,5,Emissions occurring outside the jurisdiction boundary as a result of in-jurisdiction activities (metric tonnes CO2e),2,Stationary energy > Commercial buildings & facilities^,0,0205 Stationary energy > Commercial buildings & facilities^ - Outside Boundary,0,2018,19200,,04/02/2023 4:08:42 AM,"Ferndale, MI"
St. Petersburg,United States of America,CH4; CO2; N2O,5,Emissions occurring outside the jurisdiction boundary as a result of in-jurisdiction activities (metric tonnes CO2e),16,Waste > Incineration and open burning^,0,1605 Waste > Incineration and open burning^ - Outside Boundary,0,2016,253585,,04/02/2023 4:08:42 AM,"City of St. Petersburg, FL"
Flagstaff,United States of America,CH4; CO2; N2O,5,Emissions occurring outside the jurisdiction boundary as a result of in-jurisdiction activities (metric tonnes CO2e),20,IPPU > Product use,0,2005 IPPU > Product use - Outside Boundary,0,2021,76338,POINT (-111.631 35.1992),04/02/2023 4:08:42 AM,"City of Flagstaff, AZ"
Minneapolis,United States of America,CH4; CO2; N2O,3,"Indirect emissions from the use of grid-supplied electricity, heat, steam and/or cooling (metric tonnes CO2e)^",7,Total Stationary Energy,974211.56,0703 Total Stationary Energy - Indirect,1,2020,436000,POINT (-93.2667 44.9833),04/02/2023 4:08:42 AM,"City of Minneapolis, MN"
Charlottesville,United States of America,CH4; CO2; N2O,3,"Indirect emissions from the use of grid-supplied electricity, heat, steam and/or cooling (metric tonnes CO2e)^",1,Stationary energy > Residential buildings^,52331.22,0103 Stationary energy > Residential buildings^ - Indirect,1,2020,46553,POINT (-78.4767 38.0293),04/02/2023 4:08:42 AM,"City of Charlottesville, VA"
Indianapolis,United States of America,CH4; CO2; N2O,5,Emissions occurring outside the jurisdiction boundary as a result of in-jurisdiction activities (metric tonnes CO2e),3,Stationary energy > Institutional buildings & facilities^,0,0305 Stationary energy > Institutional buildings & facilities^ - Outside Boundary,1,2019,883570,POINT (-86.1785 39.7676),04/02/2023 4:08:42 AM,"City of Indianapolis, IN"
"San José, CA",United States of America,CH4; CO2; HFCs; N2O; NF3; PFCs; SF6,1,Direct emissions (metric tonnes CO2e)^,6,Stationary energy > Fugitive emissions^,42088,0601 Stationary energy > Fugitive emissions^ - Direct,1,2019,1047871,POINT (-121.886 37.3382),04/02/2023 4:08:42 AM,"City of San José, CA"
Piedmont,United States of America,CH4; CO2; HFCs; N2O; NF3; PFCs; SF6,1,Direct emissions (metric tonnes CO2e)^,12,Transportation > Off-road^,0,1201 Transportation > Off-road^ - Direct,1,2020,11000,POINT (-122.232 37.8244),04/02/2023 4:08:42 AM,"City of Piedmont, CA"
Palo Alto,United States of America,CH4; CO2; HFCs; N2O; NF3; PFCs; SF6,5,Emissions occurring outside the jurisdiction boundary as a result of in-jurisdiction activities (metric tonnes CO2e),15,Waste > Biological treatment^,1622.62,1505 Waste > Biological treatment^ - Outside Boundary,1,2020,67973,POINT (-122.143 37.4419),04/02/2023 4:08:42 AM,"City of Palo Alto, CA"
Emeryville,United States of America,CH4; CO2; N2O,1,Direct emissions (metric tonnes CO2e)^,13,Total Transport,68038,1301 Total Transport - Direct,1,2020,12298,POINT (-122.285 37.8313),04/02/2023 4:08:42 AM,"City of Emeryville, CA"
Memphis,United States of America,CH4; CO2; N2O,1,Direct emissions (metric tonnes CO2e)^,6,Stationary energy > Fugitive emissions^,692060.1,0601 Stationary energy > Fugitive emissions^ - Direct,1,2019,937166,POINT (-90.049 35.1495),04/02/2023 4:08:42 AM,"City of Memphis, TN"
Medford,United States of America,CH4; CO2; N2O,5,Emissions occurring outside the jurisdiction boundary as a result of in-jurisdiction activities (metric tonnes CO2e),11,Transportation > Aviation^,0,1105 Transportation > Aviation^ - Outside Boundary,1,2020/2021,59662,POINT (-122.876 42.3265),04/02/2023 4:08:42 AM,"City of Medford, MA"
Cleveland,United States of America,CH4; CO2; N2O,5,Emissions occurring outside the jurisdiction boundary as a result of in-jurisdiction activities (metric tonnes CO2e),26,Generation of grid-supplied energy > Electricity-only generation^,0,2605 Generation of grid-supplied energy > Electricity-only generation^ - Outside Boundary,0,2020,383331,POINT (-81.6944 41.4993),04/02/2023 4:08:42 AM,"City of Cleveland, OH"
,United States of America,CH4; CO2; HFCs; N2O; PFCs,5,Emissions occurring outside the jurisdiction boundary as a result of in-jurisdiction activities (metric tonnes CO2e),21,Total IPPU,0,2105 Total IPPU - Outside Boundary,0,2018,55573,POINT (-75.1195 40.1241),04/02/2023 4:08:42 AM,"Abington Township, PA"
Cupertino,United States of America,CH4; CO2; N2O,5,Emissions occurring outside the jurisdiction boundary as a result of in-jurisdiction activities (metric tonnes CO2e),1,Stationary energy > Residential buildings^,0,0105 Stationary energy > Residential buildings^ - Outside Boundary,1,2018,63228,POINT (-122.032 37.323),04/02/2023 4:08:42 AM,"City of Cupertino, CA"
Milwaukee,United States of America,CO2,5,Emissions occurring outside the jurisdiction boundary as a result of in-jurisdiction activities (metric tonnes CO2e),27,Generation of grid-supplied energy > CHP generation^,0,2705 Generation of grid-supplied energy > CHP generation^ - Outside Boundary,1,2018,592025,POINT (-87.9065 43.0389),04/02/2023 4:08:42 AM,"City of Milwaukee, WI"
San Antonio,United States of America,CH4; CO2; HFCs; N2O; NF3; PFCs; SF6,5,Emissions occurring outside the jurisdiction boundary as a result of in-jurisdiction activities (metric tonnes CO2e),20,IPPU > Product use,0,2005 IPPU > Product use - Outside Boundary,1,2019,1451853,POINT (-98.4936 29.4241),04/02/2023 4:08:42 AM,"City of San Antonio, TX"
Chula Vista,United States of America,CH4; CO2; N2O,5,Emissions occurring outside the jurisdiction boundary as a result of in-jurisdiction activities (metric tonnes CO2e),24,AFOLU > Other AFOLU,0,2405 AFOLU > Other AFOLU - Outside Boundary,0,2020,272202,POINT (-117.084 32.64),04/02/2023 4:08:42 AM,"City of Chula Vista, CA"
Bellingham,United States of America,CH4; CO2; N2O,5,Emissions occurring outside the jurisdiction boundary as a result of in-jurisdiction activities (metric tonnes CO2e),18,Total Waste,13217.06,1805 Total Waste - Outside Boundary,1,2020,90821,POINT (-122.479 48.7519),04/02/2023 4:08:42 AM,"City of Bellingham, WA"
Ann Arbor,United States of America,CH4; CO2; N2O,5,Emissions occurring outside the jurisdiction boundary as a result of in-jurisdiction activities (metric tonnes CO2e),1,Stationary energy > Residential buildings^,8438,0105 Stationary energy > Residential buildings^ - Outside Boundary,1,2021,121536,POINT (-83.743 42.2808),04/02/2023 4:08:42 AM,"City of Ann Arbor, MI"
,United States of America,CH4; CO2; N2O,5,Emissions occurring outside the jurisdiction boundary as a result of in-jurisdiction activities (metric tonnes CO2e),26,Generation of grid-supplied energy > Electricity-only generation^,0,2605 Generation of grid-supplied energy > Electricity-only generation^ - Outside Boundary,1,2019,2716940,,04/02/2023 4:08:42 AM,"Miami-Dade, FL"
Alameda,United States of America,CH4; CO2; N2O,1,Direct emissions (metric tonnes CO2e)^,19,IPPU > Industrial process,0,1901 IPPU > Industrial process - Direct,1,2015,76733,POINT (122.163 37.4522),04/02/2023 4:08:42 AM,"City of Alameda, CA"
Evanston,United States of America,,1,Direct emissions (metric tonnes CO2e)^,14,Waste > Solid waste disposal^,0,1401 Waste > Solid waste disposal^ - Direct,0,,0,POINT (-87.6898 42.0669),04/02/2023 4:08:42 AM,"City of Evanston, IL"
Medford,United States of America,CH4; CO2; N2O,5,Emissions occurring outside the jurisdiction boundary as a result of in-jurisdiction activities (metric tonnes CO2e),10,Transportation > Waterborne navigation^,0,1005 Transportation > Waterborne navigation^ - Outside Boundary,1,2020/2021,59662,POINT (-122.876 42.3265),04/02/2023 4:08:42 AM,"City of Medford, MA"
